Household,Neighbourhood,Village,GP,Local,template
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ದಾವಣಗೆರೆಯ ಮಟ್ಟಿಯಲ್ಲಿರುವ ಶ್ರೀ ಚೌಡೇಶ್ವರಿ ದೇವಸ್ಥಾನದ ಕಾನ್ಸ್ಟ್ನ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ದಾವಣಗೆರೆ ಜಿಲ್ಲೆಯ ದಾವಣಗೆರೆ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಮತ್ತಿ ಗ್ರಾಮದಲ್ಲಿ ನೆಲೆಸಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,1,0,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗುಂಡೂರು ಮುಖ್ಯ ರಸ್ತೆಯಲ್ಲಿರುವ ರವಿಕುಮಾರ್ ಮನೆ ಬಳಿ 10 ಕಾಂಕ್ರೀಟ್ ಚಪ್ಪಡಿಗಳ ಸ್ಥಾಪನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಜಿಲ್ಲೆಯ ಬೆಂಗಳೂರು ಪೂರ್ವ ತಾಲ್ಲೂಕಿನಲ್ಲಿರುವ ಮಂಡೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮಂಡೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ಚಂದ್ರಕಾಂತ ಮನೆಯಿಂದ ಅವಧೂತ ತುಕ್ಕಣ್ಣ ಮನೆ ರಾಮತಿ ಪೂಜಾರಿ ಮನೆಯಿಂದ ಅಂದಪ್ಪ ಮನೆ ಗಪುರ ಮನೆಯಿಂದ ದತ್ತು ಪೂಜಾರಿ ಮನೆ ಮತ್ತು ದೇವಪ್ಪನವರೆಗೆ ರಸ್ತೆ ರಚನೆ ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಆಳಂದ ತಾಲೂಕಿನ ಹೊದಲೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹೊದಲೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 30000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸೇಡಂ ತಾಲೂಕಿನ ಇಟ್ಕಲ್ ಗ್ರಾಮಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಸೇಡಂ ತಾಲೂಕಿನ ಇಟ್ಕಲ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಇಟ್ಕಲ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸವದತ್ತಿ ತಾಲೂಕಿನ ಶ್ರೀ ಮಲ್ಲಿಕಾರ್ಜುನ ದೇವಸ್ಥಾನ @ ಗೊರವನಕೊಳ್ಳ ಬಳಿ ಸಮುದಾಯ ಭವನ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಸವದತ್ತಿ ತಾಲೂಕಿನ ಗೊರವನಕೊಳ್ಳ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗೊರವರ್ನಕೊಳ್ಳ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 326000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""TFC170417 ಪಾಂಡವಪುರ tq ನಲ್ಲಿ PWS ಯೋಜನೆಗಾಗಿ ತಲಸನ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್ ಮುಳುಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಪಾಂಡವಪುರ ತಾಲೂಕಿನ ದೊಡ್ಡಬ್ಯಾಡರಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ತಲಸನ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 85000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮಡಿವಾಳ ಕೆಂಚಪ್ಪ ಲಾಂಡದಿಂದ ಹಿರಿಯೂರು ಟಿಕೆವಿಯ ವಿಕೆ ಗುಡ್ಡದಲ್ಲಿರುವ ಮಗಣ್ಣ ಮನೆಗೆ ರಸ್ತೆ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿತ್ರದುರ್ಗ ಜಿಲ್ಲೆಯ ಹಿರಿಯೂರು ತಾಲೂಕಿನ ಈಶ್ವರಗೆರೆ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ವೇಣುಕಲ್ಲುಗುಡ್ಡದ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕೋಲಾರ ತಾಲೂಕಿನ ಹೋಳೂರು ಜಿಪಿಯಲ್ಲಿರುವ ಕಮ್ಮಸಂದ್ರ ಗ್ರಾಮದಲ್ಲಿ ಪಂಪ್‌ಮೋಟರ್ ಮತ್ತು ಪೈಪ್‌ಲೈನ್ ವಿಸ್ತರಣೆಯನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೋಲಾರ ಜಿಲ್ಲೆಯ ಕೋಲಾರ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಹೋಳೂರಿನ ಕಮ್ಮಸಂದ್ರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮುಳಬಾಗಲು ತಾಲೂಕಿನ ಜಿ.ಕೋಡಿಹಳ್ಳಿ ಗ್ರಾಮದ ಗುಡಿಪಲ್ಲಿ ಜಿ.ಪಿ.ಯಲ್ಲಿ ಪೈಪ್‌ಲೈನ್ ಕಾಮಗಾರಿ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೋಲಾರ ಜಿಲ್ಲೆಯ ಮುಳಬಾಗಲು ತಾಲೂಕಿನ ಗುಡಿಪಲ್ಲಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಜಿ.ಕೂಡಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 220000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸವದತ್ತಿ ತಾಲೂಕಿನ ತಡಸಲೂರು ಗ್ರಾಮದ ಬೋರ್‌ವೆಲ್‌ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಸವದತ್ತಿ ತಾಲೂಕಿನ ಕಗಡಲ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಆಚಮಟ್ಟಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 90000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 3 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯು ""ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ದೇವದುರ್ಗ ತಾಲೂಕಿನಲ್ಲಿರುವ ಬೋರ್‌ವೆಲ್‌ನ ಮುಳುಗುವಿಕೆ ಮತ್ತು ಕೈ ಪಂಪ್ @ ಜಗತಗಲ್ ಗ್ರಾಮವನ್ನು ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ದೇವದುರ್ಗ ತಾಲೂಕಿನ ಜಾಗೀರ್ ಜಾಡಲದಿನ್ನಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಜಗತ್ಕಲ್ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 80000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ತಾಂತ್ರಿಕ ಅನುಮೋದನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,1,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕಾರವಾರ ತಾಲೂಕಿನ ಅಸ್ನೋಟಿ ಜಿಪಿಯಲ್ಲಿರುವ ಮಧೇವಾಡ ಹಬ್ಬಸ್ತಾನ್ ದೇವಸ್ಥಾನದ ಬಳಿ ಟಿಎಫ್‌ಸಿ 08032019 ತೆರೆದ ಬಾವಿಯ ದುರಸ್ತಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಉತ್ತರ ಕನ್ನಡ ಜಿಲ್ಲೆಯ ಕಾರವಾರ ತಾಲೂಕಿನ ಅಸ್ನೋಟಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮಾಧೇವಾಡ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕುಣಿಗಲ್ ತಾಲೂಕಿನ ಕೊಡವತಿ ಗ್ರಾ.ಪಂ. ವ್ಯಾಪ್ತಿಯ ಕೆಂಕೆರೆ ಅಂಗನವಾಡಿಗೆ ನೀರು ಸರಬರಾಜು ಮಾಡುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ಕೊಡವತಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕೆಂಕೆರೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮಾರ್ಗಟ್ನಾಳ್ ಕ್ರಾಸ್‌ನಿಂದ ಚಿತ್ರನಾಳ್‌ವಿಲೇಜ್‌ಗೆ ರಸ್ತೆಗೆ ರಿಕಾರ್ಪೆಟಿಂಗ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ರಾಯಚೂರು ಜಿಲ್ಲೆಯ ಲಿಂಗಸುಗೂರು ತಾಲೂಕಿನ ನೀರಲಕೇರಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಮರಗಂಟನಾಳ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""SCP ರಿವೈವಲ್ ಆಫ್ MWS ಸ್ಕೀಮ್ ಅಟ್ ಶಹಾಪುರ Tq ನಲ್ಲಿ ಕಂದಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಶಹಪುರ ತಾಲೂಕಿನ ಬಿಲ್ಹಾರ್ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕಂದಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸಂಡೂರು ತಾಲೂಕಿನ ಗೊಲ್ಲಲಿಂಗಮ್ಮನಹಳ್ಳಿಯ ಎಸ್‌ಸಿ ಕಾಲೋನಿಯಲ್ಲಿ ಚರಂಡಿ ನಿರ್ಮಾಣ.(0.00 ರಿಂದ 50.00ಮೀಟರ್)"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬಳ್ಳಾರಿ ಜಿಲ್ಲೆಯ ಸಂಡೂರಿನ ತಾಲೂಕಿನ ಗೊಲ್ಲಲಿಂಗಮನಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗೊಲ್ಲಲಿಂಗಮನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 150000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಸಿಆರ್‌ಪಟ್ಟಣ ತಾಲೂಕಿನ ಜುಟ್ಟನಹಳ್ಳಿ (ಚಟ್ನಹಳಲಿ) ಕಾರೇಹಳ್ಳಿ ಜಿಪಿಯಲ್ಲಿ ಕಟ್ಟಾಗೆ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಚನ್ನರಾಯಪಟ್ಟಣ ತಾಲೂಕಿನ ಕಾರೇಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಚಟ್ಟನಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮುಧೋಳ ಬಿ ನಲ್ಲಿರುವ ಮನ್ಮಥ್ ಕುಂಬಾರ್ ಹೌಸ್ ಬಳಿ ಡೆಸ್ಕ್ ಸ್ಲ್ಯಾಬ್ ಕಾನ್ಸ್ಟ್"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಮುಧೋಳ (ಬಿ) ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಮುಧೋಳ (ಬಿ) ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹಿರಿಯೂರು ತಾಲೂಕಿನ ಕಸವನಹಳ್ಳಿ ತೊರೆ ಸಮೀಪದ ಆಲೂರು ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಿತ್ರದುರ್ಗ ಜಿಲ್ಲೆಯ ಹಿರಿಯೂರು ತಾಲೂಕಿನ ಬಬ್ಬೂರು ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹೊಸಹಟ್ಟಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 74000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಅಗಜಲಪುರ ತಾಲೂಕಿನ ಕರ್ಜಗಿ ಗ್ರಾಮದಲ್ಲಿ ಅಂಗನವಾಡಿ (ಲಕ್ಷ್ಮಿ ದೇವಸ್ಥಾನದ ಹತ್ತಿರ) ಕಟ್ಟಡದ ದುರಸ್ತಿ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಅಫಜಲಪುರ ತಾಲೂಕಿನ ಕರ್ಜಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕರ್ಜಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮರಳಕುಂಟೆ ಜಿ.ಪಿ.ಯ ಬೆಣ್ಣೆಗೆರೆ ಗ್ರಾಮದಲ್ಲಿ ಪಂಪ್ ಮೋಟಾರ್ ಮತ್ತು ಪೈಪ್‌ಲೈನ್ ಬೆಸ್ಕಾಂ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಂಗಳೂರು ಗ್ರಾಮಾಂತರ ಜಿಲ್ಲೆಯ ನೆಲಮಂಗಲ ತಾಲೂಕಿನ ಮರಳುಕುಂಟೆ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬೆನ್ನಗೆರೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 500000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 2 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
