Household,Neighbourhood,Village,GP,Local,template
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಯಾದಗಿರಿ ಜಿಲ್ಲೆ ಮತ್ತು ಜಿಲ್ಲೆಯ ಬೆಳಗುಂಡಿ ಗ್ರಾಮದ ಮಲ್ಲಪ್ಪ ಮಾರ್ತಾಡಪ್ಪ ಮನೆ ಬಳಿ ರಸ್ತೆ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಯಾದಗಿರಿ ತಾಲೂಕಿನ ಬೆಳಗುಂಡಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬೆಳಗುಂದಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 40000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""(2013-14) ಮೈಸೂರು ತಾಲೂಕಿನ ಅಂಗನವಾಡಿ ಎಸ್.ಕಲ್ಲಹಳ್ಳಿ ಗ್ರಾಮಕ್ಕೆ ಕುಡಿಯುವ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮೈಸೂರು ಜಿಲ್ಲೆಯ ಮೈಸೂರು ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಹಾರೋಹಳ್ಳಿ (ಜೆ) ಯ ಕಲ್ಲಹಳ್ಳಿ ಎಸ್. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಆಡಳಿತಾತ್ಮಕ ಅನುಮೋದನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಪೈಪ್‌ಲೈನ್‌ಗೆ ದುರಸ್ತಿ ಮಾಡಲು ವಿವರವಾದ ಮತ್ತು ಅಮೂರ್ತ ಅಂದಾಜು ಮತ್ತು ತೊರ್ನಾದಲ್ಲಿ ಬರುವ ಅಲ್ಲಾ ಗ್ರಾಮಕ್ಕೆ ಕುಡಿಯುವ ನೀರು ಸರಬರಾಜು ಸಾಮಗ್ರಿಗಾಗಿ ಸಂಗ್ರಹಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಕಮಲನಗರ ತಾಲೂಕಿನ ತೊರ್ನಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ತೋರಣ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1.0 ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನ ಏಕಂಬಾ ಗ್ರಾಮದಲ್ಲಿ PWS ಯೋಜನೆ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಬಸವಕಲ್ಯಾಣ ತಾಲೂಕಿನ ಉಜಲಂಭ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಏಕಂಬಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 343697.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಶಹಾಪುರ Tq ಯ ಕರ್ಕಿಹಳ್ಳಿ ಗ್ರಾಮದ ಸರ್ಕಾರಿ ಪ್ರೌಢಶಾಲೆಗೆ ಕಾಂಪೌಂಡ್ ಗೋಡೆಯ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಶಹಾಪುರ ತಾಲೂಕಿನ ಉಕ್ಕಿನಾಳ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಕರ್ಕರಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 100000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಅಜ್ಜೂರಿನಿಂದ MDR 07 ಗೆ ಅರಕಲಗೂಡು Tq ರಸ್ತೆಗೆ ಸುಧಾರಣೆಗಳು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಅರಕಲಗೂಡು ತಾಲೂಕಿನ ಯಲಗತವಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಅಜ್ಜೂರು ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 10500000.0. ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 8 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,1,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ನಾರಾಯಣಪುರ ಗ್ರಾಮದಲ್ಲಿ ಕೈಪಂಪ್‌ನೊಂದಿಗೆ ಬೋರ್‌ವೆಲ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಯಾದಗಿರಿ ಜಿಲ್ಲೆಯ ಸುರಪುರ ತಾಲೂಕಿನ ನಾರಾಯಣಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ನಾರಾಯಣಪುರ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬಸ್ವ್ಣಪ್ಪ ಮನೆಯಿಂದ ಯಂಗುಂದದ ಶರಣಪ್ಪ ಶಿವಕುಮಾರ್ ಮನೆಗೆ ಸಿಸಿ ರಸ್ತೆ ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಸುಂಡಲ್ ನ ಯಾನಗುಂದ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 50000.0 ಕಾಮಗಾರಿಯ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕ್ರಿಯ ಯೋಜನೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ತಿಳಿದಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ಇಂಗಳಗಿ ಮತ್ತು ತಾಂಡಾ ಗ್ರಾಮಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಯೋಜನೆ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಚಿತ್ತಾಪುರ ತಾಲೂಕಿನ ಇಂಗಳಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಇಂಗಳಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1500000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕೋಗಿಲಮನೆ ಜಿಪಿಯ ಬೊಮ್ಮಡಿಹಳ್ಳಿ ಅಂಗನವಾಡಿಯಲ್ಲಿ ಕುಡಿಯುವ ನೀರು ಸರಬರಾಜು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಹಾಸನ ಜಿಲ್ಲೆಯ ಬೇಲೂರು ತಾಲೂಕಿನ ಕೋಗಿಲಮನೆ ಗ್ರಾಮ ಪಂಚಾಯತ್‌ನ ಬೊಮ್ಮಡಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 75000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಚಿಂಚೋಳಿ ತಾಲೂಕಿನ ಭೂನ್ಯಾರ(ಬಿ) ಗ್ರಾಮದ ಬಳಿಯ ಜಿನುಗು ಕೆರೆಗೆ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕಲಬುರಗಿ ಜಿಲ್ಲೆಯ ಚಿಂಚೋಳಿ ತಾಲೂಕಿನ ಐನಾಪುರ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಭೂನ್ಯಾರ (ಕೆ) ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 300000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,0,1,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗೋಜಗೆ ಗ್ರಾಮದಲ್ಲಿರುವ ಅಂಬೇಟೆಕರ ಗಲ್ಲಿ ಬಳಿ ಸಿಡಿ ನಿರ್ಮಾಣ ಕಾಮಗಾರಿ ಮಾಡಲಾಗಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಬೆಳಗಾವಿ ತಾಲೂಕಿನ ಅಂಬೇವಾಡಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗೋಜಗೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 60000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""5 ವರ್ಷಗಳ ಕಾಲ O&M ಸೇರಿದಂತೆ ರಿಮೋಟ್ ಪ್ರವೇಶ ಮತ್ತು ಮೇಲ್ವಿಚಾರಣೆ (ನೆಲಮಾಳಿಗೆಯ ಕಾನ್ಸ್ಟ್‌ನೊಂದಿಗೆ ಕ್ಯಾಬಿನ್ ಸೇರಿದಂತೆ) ಬಾದಾಮಿ Tq ನಲ್ಲಿ ಹೆಬ್ಬಳ್ಳಿ ಗ್ರಾಮ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬಾಗಲಕೋಟೆ ಜಿಲ್ಲೆಯ ಬಾದಾಮಿ ತಾಲೂಕಿನ ಹೆಬ್ಬಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಹೆಬ್ಬಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,1,0,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಎಸ್‌ಸಿ ಕಾಲೋನಿಗೆ ಲೋಂಡಾ ಬಸ್ ನಿಲ್ದಾಣದ ಸುಧಾರಣೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೆಳಗಾವಿ ಜಿಲ್ಲೆಯ ಖಾನಾಪುರ ತಾಲೂಕಿನ ಲೋಂಡಾ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಲೋಂಡಾ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 3343000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಗೆ ಟೆಂಡರ್ ಆಗಿದೆ."
0,0,0,1,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಔರಾದ್ (ಬಿ) ತಾಲೂಕಿನ ಮಾಲೆಗಾಂವ್ ಗ್ರಾಮದ ಸೋಮ ತಾಂಡಾದಲ್ಲಿರುವ ಸರ್ಕಾರಿ ಶಾಲಾ ಕಟ್ಟಡಕ್ಕೆ ನೀರು ಸರಬರಾಜು ಮಾಡುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಬೀದರ್ ಜಿಲ್ಲೆಯ ಔರಾದ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬೋಂತಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 250000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
1,0,1,0,1,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""PWS ಯೋಜನೆಯ SCP ಪುನರುಜ್ಜೀವನ ಮತ್ತು ಪಾಂಡವಪುರ Tq ಯ M.ಬೆಟ್ಟಹಳ್ಳಿ ಗ್ರಾಮಕ್ಕೆ 120 ಮನೆಗಳ ಹೋಲ್ಡ್ ಸಂಪರ್ಕ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಮಂಡ್ಯ ಜಿಲ್ಲೆಯ ಪಾಂಡವಪುರ ತಾಲೂಕಿನ ಕುರುಬರಬೆಟ್ಟಹಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಎಂ.ಬೆಟ್ಟಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 400000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಕುಣಿಗಲ್ ತಾಲೂಕಿನ ಭಕ್ತರಹಳ್ಳಿ ಗ್ರಾ.ಪಂ.ನ ಕುರುಡಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿ ಸಿಎಪಿ ಕೊಳವೆಬಾವಿ ಮುಳುಗಡೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ತುಮಕೂರು ಜಿಲ್ಲೆಯ ಕುಣಿಗಲ್ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯತ್ ಭಕ್ತರಹಳ್ಳಿಯ ಕುರುಡಿಹಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 220000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಮಾಲ್ವೆ GP ಯ ಕೋಲಿಸಾಲುನಲ್ಲಿ OHT ನಿರ್ಮಾಣ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಶಿವಮೊಗ್ಗ ಜಿಲ್ಲೆಯ ಸಾಗರ ತಾಲೂಕಿನ ಸುಳಗೋಡು ಗ್ರಾಮ ಪಂಚಾಯತ್ ಮಾಳ್ವೆ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 1200000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಕೆಲಸದ ಪೂರ್ಣಗೊಳಿಸುವಿಕೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಹನೂರು ತಾಲೂಕಿನ ವಡಕೆಹಳ್ಳ ಗ್ರಾಮದಲ್ಲಿ ಪಂಪ್ ಮೋಟಾರ್ ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ ಬೋರ್ವೆಲ್ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಚಾಮರಾಜನಗರ ಜಿಲ್ಲೆಯ ಕೊಳ್ಳೇಗಾಲ ತಾಲೂಕಿನ ಗ್ರಾಮ ಪಂಚಾಯಿತಿ ಎಂಎಂಹಿಲ್ಸ್‌ನ ವಡಕೆಹಳ್ಳ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 45000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಗುಡಿಗೇರಿ ಗ್ರಾಮದಲ್ಲಿ RO ಪ್ಲಾಂಟ್‌ಗೆ ವಿದ್ಯುದ್ದೀಕರಣ ಮತ್ತು ಕೆಇಬಿ ಠೇವಣಿ ಒದಗಿಸುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ಕೊಪ್ಪಳ ಜಿಲ್ಲೆಯ ಕೊಪ್ಪಳ ತಾಲೂಕಿನ ಗುಳದಳ್ಳಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಗುಳದಳ್ಳಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. 20000.0. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಮಾಪನ ಹಂತ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
0,0,1,0,0,"ಸ್ಥಳೀಯ ಅಭಿವೃದ್ಧಿ ಯೋಜನೆಯನ್ನು ""ಬರಗಾಲೆ ವಸ್ತಿ ಬಳಿಯ ಬಿಜ್ಜರಗಿ ಗ್ರಾಮದಲ್ಲಿ ಬೋರ್‌ವೆಲ್ ಕೊರೆಯುವುದು"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ. ಇದು ವಿಜಯಪುರ ಜಿಲ್ಲೆಯ ನಾನ್ ತಾಲೂಕಿನ ಬಿಜ್ಜರಗಿ ಗ್ರಾಮ ಪಂಚಾಯಿತಿಯ ಬಿಜ್ಜರಗಿ ಗ್ರಾಮದಲ್ಲಿದೆ. ಕಾಮಗಾರಿಯ ಅಂದಾಜು ವೆಚ್ಚ ರೂ. nan. ಕೆಲಸದ ಪ್ರಸ್ತುತ ಸ್ಥಿತಿಯನ್ನು ""ಪರಿಶೀಲನೆಯಲ್ಲಿದೆ"" ಎಂದು ವಿವರಿಸಲಾಗಿದೆ ಮತ್ತು 1 ವರ್ಷಗಳನ್ನು ತೆಗೆದುಕೊಂಡಿದೆ. ಈ ಯೋಜನೆಯು ಟೆಂಡರ್ ಆಗಿಲ್ಲ."
